row_number,reasons,CALL_NO,CALL_TYPE,Priority,UNIT,LOCATION_ADDRESS,BEAT,Created Date,Time,Closed Date
610237,"'BEAT' expected text, has number",192641268,TRAFFIC STOP-S,5,161,"S MCCARRAN BL/E GLENDALE AV, SPS",6,09/21/2019,225226 225459,09/21/2019
610238,"'BEAT' expected text, has number",192641268,TRAFFIC STOP-S,5,161,"S MCCARRAN BL/E GLENDALE AV, SPS",6,09/21/2019,225226 225459,09/21/2019
610269,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610270,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610271,'LOCATION_ADDRESS' garbled/scrambled text,192641336,SUSPICIOUS VEH-S,3,301,"CAREGGI CT/VECCHIO DR, SPK",,09/21/2019,235813 000643,09/22/2019
610272,'LOCATION_ADDRESS' garbled/scrambled text,192641336,SUSPICIOUS VEH-S,3,301,"CAREGGI CT/VECCHIO DR, SPK",,09/21/2019,235813 000643,09/22/2019
610273,'LOCATION_ADDRESS' garbled/scrambled text,192641336,SUSPICIOUS VEH-S,3,301,"CAREGGI CT/VECCHIO DR, SPK",,09/21/2019,235813 000643,09/22/2019
610274,'LOCATION_ADDRESS' garbled/scrambled text,192641336,SUSPICIOUS VEH-S,3,301,"CAREGGI CT/VECCHIO DR, SPK",,09/21/2019,235813 000643,09/22/2019
610317,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610318,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610365,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610366,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610413,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610414,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610461,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610462,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610509,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610510,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610557,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610558,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610605,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610606,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610618,'LOCATION_ADDRESS' garbled/scrambled text,192650947 POSS OCCPD,,5,311,"OROVADA ST/GREENBRAE DR, SPK",S1,09/22/2019,195429 213147,09/22/2019
610619,'LOCATION_ADDRESS' garbled/scrambled text,192650947 POSS OCCPD,,5,311,"OROVADA ST/GREENBRAE DR, SPK",S1,09/22/2019,195429 213147,09/22/2019
610653,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610654,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610701,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610702,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610749,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610750,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610797,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610798,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610845,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610846,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610893,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610894,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610930,"'BEAT' expected text, has number",192660824 RECKLESS DRIV-S,,3,341,"PANTHER CREEK DR/GLOBE DR, SPKS",2,09/23/2019,152138 153343,09/23/2019
610941,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610942,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
610989,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
610990,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611001,"'BEAT' expected text, has number",192660994 FOLLOW UP,,3,311,"1010 E 6TH ST, RNO",55,09/23/2019,172559 194236,09/23/2019
611037,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611038,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611085,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611086,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611128,'LOCATION_ADDRESS' garbled/scrambled text,192661355 TRAFFIC STOP-S,,5,1S61,"OCALLAGHAN DR/SPARKS BL, SPK",S6,09/23/2019,235817 001327,09/24/2019
611129,"'BEAT' expected text, has number",192670003 TRAFFIC STOP-S,,5,161,"E GLENDALE AV/S MCCARRAN BL, SPS",6,09/24/2019,000153 001243,09/24/2019
611130,"'BEAT' expected text, has number",192670003 TRAFFIC STOP-S,,5,161,"E GLENDALE AV/S MCCARRAN BL, SPS",6,09/24/2019,000153 001243,09/24/2019
611133,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611134,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611166,'LOCATION_ADDRESS' garbled/scrambled text,192670096,TRAFFIC STOP-S,5,121,"SPRINGLAND DR/SHADY OAK DR, SP",S4,09/24/2019,021958 022447,09/24/2019
611167,'LOCATION_ADDRESS' garbled/scrambled text,192670096,TRAFFIC STOP-S,5,121,"SPRINGLAND DR/SHADY OAK DR, SP",S4,09/24/2019,021958 022447,09/24/2019
611181,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611182,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611229,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611230,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611277,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611278,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611325,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611326,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611373,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611374,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611421,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611422,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611469,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611470,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611517,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611518,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611565,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611566,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611613,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611614,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611661,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611662,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611709,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611710,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611757,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611758,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611805,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611806,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611846,"'BEAT' expected text, has number",192680999 WARRANT SERV-S,,5,RM54,"1595 TYLER WY, SPK",72,09/25/2019,155333 160924,09/25/2019
611853,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
611854,"'Priority' expected numeric, has text; 'Created Date' expected numeric, has text; 'Time' expected numeric, has text; 'Closed Date' expected numeric, has text; 'Created Date' doesn't look like a date; 'Closed Date' doesn't look like a date",CALL _ NO,CALL_ TYPE,Priority,U NIT,LOCATION _ ADDRESS,B EAT,Created Date,Time Time,C losed Date
611901,nearly empty row; 'CALL_NO' contains a date/time (leak?),3/14/2024,,,,,,,,
